account_number,account_status_desc,card_number,card_status_desc,card_id,program_id,program_name,product_id,product_desc,processor,opening_balance,as_of_date,person_id,first_name,last_name,ssn,dob,address_1,address_2,state,city,zip,country,phone_1,email,age
"B$_C_p2hs","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_p2rg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_p3z4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_p42q","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_p4ad","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_pau5","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_pcjj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_pehn","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_per4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_pgir","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_pjzv","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_pk5x","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_pl54","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_pmfn","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_pouz","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_ppra","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_pt6r","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_ptwy","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_pvay","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_pwht","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_pz3a","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_q2io","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_q46j","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_q4h5","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_q5pj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qaeg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qar2","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qay3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qfej","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qfpt","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qg6b","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qij3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qjgh","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qjth","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qmom","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qmss","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qp45","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qqmu","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qw22","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qwrh","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qxd2","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qxha","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qyyz","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_qzup","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_r3s5","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_r6yz","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_raga","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rahr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rbmr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rbom","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rcza","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rgrk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rids","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rilj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rjg5","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rkqh","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rlqx","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rmrq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rnb4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rqbc","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rsma","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rsvu","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_rwf4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_ryaw","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_s2tn","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_s4aj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_s5h5","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_s5r2","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_s6a6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sap1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sap3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sap6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sap9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sap9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sapf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sapg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sapg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sapm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sapq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sapr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sapr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sapr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_saps","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_saw1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_saw1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_saw7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_saw7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sawf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sawf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sawj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sawk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sawq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sawq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_saws","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sax4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_saxk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scp1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scp1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scp3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scp4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scp4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scp6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scp6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scpf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scpg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scpg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scpj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scpk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scpm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scpq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scpr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scpr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scps","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scw4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scw9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scwf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scwk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scwk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scwm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scwq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scws","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_scws","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sep0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sep1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sep1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sep3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sep3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sep4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sep6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sep6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sep6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sepb","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sepf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sepf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sepq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sepr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sepr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sepr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sew0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sew0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sew1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sew4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sew6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sewf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sewg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sewg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sewm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sewq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sf5u","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sfjw","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sflk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shp0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shp1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shp1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shp3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shp6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shp7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shp7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shp9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shpb","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shpg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shpj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shpk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shpm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shpq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shpq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shpr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shps","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shps","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shw0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shw0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shw0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shw1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shw3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shw6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shw6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shw7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shw7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shwb","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shwf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shwj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shwj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shwj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shwm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shwm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shwr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_shws","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sjlg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sl3q","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_smr4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sndc","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sngq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snp0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snp0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snp1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snp1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snp1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snp1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snp3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snp6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snp7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snp7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snp9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snpf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snpj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snpj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snpj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snpm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snpq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snpq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snps","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snw0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snw3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snw4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snw6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snw6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snw6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snw7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snw9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snwg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snwm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snwq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snwq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snwr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_snwr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_srqs","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stju","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stp0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stp0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stp0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stp3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stp3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stp6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stp7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stpb","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stpm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stpm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stpm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stpq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stpq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stpr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stpr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stpr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stps","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stps","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stqc","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stw0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stw1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stw1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stw3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stw3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stw4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stw6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stw7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stw7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stw7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stw9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stw9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwb","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stwq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stws","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_stye","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_swyl","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxp0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxp1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxp7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxp9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxpb","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxpf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxpg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxpk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxpk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxpk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxpq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxpq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxps","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxw0","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxw3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxw4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxw6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxw9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxwj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxwj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxwk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxwm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxwm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxwq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxwq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxwr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sxws","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syp1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syp1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syp1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syp1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syp3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syp3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syp9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syp9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sypb","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sypg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sypk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sypk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sypm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sypq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sypq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syps","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syps","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syw1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syw1","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syw3","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syw4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syw4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syw6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syw7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syw7","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syw9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syw9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syw9","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywb","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywb","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywb","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywb","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywg","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywm","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywq","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_sywr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syws","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_syws","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_t2xl","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_t3er","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_t3qf","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_t3vk","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_tao4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_tbb2","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_tbg6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_tcq6","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_tdrv","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_tdtj","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_tf5f","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_tfo5","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_tg42","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_tgfa","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_tgs5","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_thdr","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_thmv","","","","","","","","","","0","","","","","","","","","","","","","","","0"
"B$_C_tig4","","","","","","","","","","0","","","","","","","","","","","","","","","0"
